date,nav,scheme_code,scheme_name
2022-02-12,130.6855,125497,HDFC Top 100 Direct
2022-01-12,130.2758,125497,HDFC Top 100 Direct
2022-11-11,127.747,125497,HDFC Top 100 Direct
2022-10-11,127.722,125497,HDFC Top 100 Direct
2022-09-11,128.443,125497,HDFC Top 100 Direct
2022-07-11,128.9903,125497,HDFC Top 100 Direct
2022-04-11,128.615,125497,HDFC Top 100 Direct
2022-03-11,128.4345,125497,HDFC Top 100 Direct
2022-02-11,128.4568,125497,HDFC Top 100 Direct
2022-01-11,127.8603,125497,HDFC Top 100 Direct
2022-12-10,127.8117,125497,HDFC Top 100 Direct
2022-11-10,127.5503,125497,HDFC Top 100 Direct
2022-10-10,128.2879,125497,HDFC Top 100 Direct
2022-07-10,129.3889,125497,HDFC Top 100 Direct
2022-06-10,128.8844,125497,HDFC Top 100 Direct
2022-04-10,128.2436,125497,HDFC Top 100 Direct
2022-03-10,127.1351,125497,HDFC Top 100 Direct
2022-12-09,131.2711,125497,HDFC Top 100 Direct
2022-09-09,130.1662,125497,HDFC Top 100 Direct
2022-08-09,129.8388,125497,HDFC Top 100 Direct
2022-07-09,128.9903,125497,HDFC Top 100 Direct
2022-06-09,127.812,125497,HDFC Top 100 Direct
2022-05-09,126.9883,125497,HDFC Top 100 Direct
2022-02-09,126.1091,125497,HDFC Top 100 Direct
2022-01-09,124.8265,125497,HDFC Top 100 Direct
2022-12-08,122.1465,125497,HDFC Top 100 Direct
2022-11-08,122.0436,125497,HDFC Top 100 Direct
2022-10-08,121.7895,125497,HDFC Top 100 Direct
2022-08-08,120.8529,125497,HDFC Top 100 Direct
2022-05-08,119.5001,125497,HDFC Top 100 Direct
2022-04-08,119.5351,125497,HDFC Top 100 Direct
2022-03-08,119.3671,125497,HDFC Top 100 Direct
2022-02-08,119.6709,125497,HDFC Top 100 Direct
2022-01-08,118.4285,125497,HDFC Top 100 Direct
2022-12-07,110.5217,125497,HDFC Top 100 Direct
2022-11-07,111.3735,125497,HDFC Top 100 Direct
2022-08-07,110.3205,125497,HDFC Top 100 Direct
2022-07-07,110.0959,125497,HDFC Top 100 Direct
2022-06-07,109.4531,125497,HDFC Top 100 Direct
2022-05-07,108.9019,125497,HDFC Top 100 Direct
2022-04-07,108.086,125497,HDFC Top 100 Direct
2022-01-07,107.2511,125497,HDFC Top 100 Direct
2022-10-06,110.3611,125497,HDFC Top 100 Direct
2022-09-06,110.773,125497,HDFC Top 100 Direct
2022-08-06,110.696,125497,HDFC Top 100 Direct
2022-07-06,110.8741,125497,HDFC Top 100 Direct
2022-06-06,111.468,125497,HDFC Top 100 Direct
2022-03-06,111.6854,125497,HDFC Top 100 Direct
2022-02-06,113.0447,125497,HDFC Top 100 Direct
2022-01-06,113.0469,125497,HDFC Top 100 Direct
2022-12-05,106.8265,125497,HDFC Top 100 Direct
2022-11-05,108.1924,125497,HDFC Top 100 Direct
2022-10-05,109.6278,125497,HDFC Top 100 Direct
2022-09-05,111.1072,125497,HDFC Top 100 Direct
2022-06-05,111.917,125497,HDFC Top 100 Direct
2022-05-05,113.3928,125497,HDFC Top 100 Direct
2022-04-05,113.5479,125497,HDFC Top 100 Direct
2022-02-05,115.6675,125497,HDFC Top 100 Direct
2022-12-04,117.6272,125497,HDFC Top 100 Direct
2022-11-04,118.7434,125497,HDFC Top 100 Direct
2022-08-04,118.159,125497,HDFC Top 100 Direct
2022-07-04,117.3808,125497,HDFC Top 100 Direct
2022-06-04,117.9615,125497,HDFC Top 100 Direct
2022-05-04,117.6729,125497,HDFC Top 100 Direct
2022-04-04,116.1819,125497,HDFC Top 100 Direct
2022-01-04,114.8655,125497,HDFC Top 100 Direct
2022-11-03,110.3959,125497,HDFC Top 100 Direct
2022-10-03,109.8399,125497,HDFC Top 100 Direct
2022-09-03,108.7536,125497,HDFC Top 100 Direct
2022-08-03,107.1074,125497,HDFC Top 100 Direct
2022-07-03,106.6562,125497,HDFC Top 100 Direct
2022-04-03,108.4432,125497,HDFC Top 100 Direct
2022-03-03,109.9523,125497,HDFC Top 100 Direct
2022-02-03,109.7898,125497,HDFC Top 100 Direct
2022-11-02,114.5805,125497,HDFC Top 100 Direct
2022-10-02,116.361,125497,HDFC Top 100 Direct
2022-09-02,116.6628,125497,HDFC Top 100 Direct
2022-08-02,116.9897,125497,HDFC Top 100 Direct
2022-07-02,118.1213,125497,HDFC Top 100 Direct
2022-04-02,118.1779,125497,HDFC Top 100 Direct
2022-03-02,117.9384,125497,HDFC Top 100 Direct
2022-02-02,118.2925,125497,HDFC Top 100 Direct
2022-01-02,116.8615,125497,HDFC Top 100 Direct
2022-12-01,120.503,125497,HDFC Top 100 Direct
2022-11-01,119.2122,125497,HDFC Top 100 Direct
2022-10-01,119.259,125497,HDFC Top 100 Direct
2022-07-01,118.0578,125497,HDFC Top 100 Direct
2022-06-01,118.078,125497,HDFC Top 100 Direct
2022-05-01,117.8449,125497,HDFC Top 100 Direct
2022-04-01,117.9937,125497,HDFC Top 100 Direct
2022-03-01,117.8295,125497,HDFC Top 100 Direct
2021-10-12,117.0295,125497,HDFC Top 100 Direct
2021-09-12,116.4189,125497,HDFC Top 100 Direct
2021-08-12,115.9955,125497,HDFC Top 100 Direct
2021-07-12,115.5693,125497,HDFC Top 100 Direct
2021-06-12,114.2375,125497,HDFC Top 100 Direct
2021-03-12,115.4989,125497,HDFC Top 100 Direct
2021-02-12,115.1803,125497,HDFC Top 100 Direct
2021-01-12,114.5225,125497,HDFC Top 100 Direct
2021-12-11,119.2912,125497,HDFC Top 100 Direct
2021-11-11,118.4235,125497,HDFC Top 100 Direct
2021-10-11,117.9059,125497,HDFC Top 100 Direct
2021-09-11,117.9077,125497,HDFC Top 100 Direct
2021-08-11,117.3055,125497,HDFC Top 100 Direct
2021-03-11,115.5222,125497,HDFC Top 100 Direct
2021-02-11,115.5178,125497,HDFC Top 100 Direct
2021-01-11,114.2579,125497,HDFC Top 100 Direct
2021-12-10,115.2274,125497,HDFC Top 100 Direct
2021-11-10,115.1336,125497,HDFC Top 100 Direct
2021-08-10,114.3972,125497,HDFC Top 100 Direct
2021-07-10,113.9512,125497,HDFC Top 100 Direct
2021-06-10,112.5383,125497,HDFC Top 100 Direct
2021-05-10,112.8715,125497,HDFC Top 100 Direct
2021-04-10,112.8335,125497,HDFC Top 100 Direct
2021-01-10,110.9385,125497,HDFC Top 100 Direct
2021-09-09,108.1289,125497,HDFC Top 100 Direct
2021-08-09,107.1416,125497,HDFC Top 100 Direct
2021-07-09,106.9263,125497,HDFC Top 100 Direct
2021-06-09,107.1149,125497,HDFC Top 100 Direct
2021-03-09,106.5171,125497,HDFC Top 100 Direct
2021-02-09,106.4916,125497,HDFC Top 100 Direct
2021-01-09,105.6616,125497,HDFC Top 100 Direct
2021-12-08,102.8351,125497,HDFC Top 100 Direct
2021-11-08,101.5778,125497,HDFC Top 100 Direct
2021-10-08,102.739,125497,HDFC Top 100 Direct
2021-09-08,104.2697,125497,HDFC Top 100 Direct
2021-06-08,104.8069,125497,HDFC Top 100 Direct
2021-05-08,104.998,125497,HDFC Top 100 Direct
2021-04-08,105.4579,125497,HDFC Top 100 Direct
2021-03-08,106.3929,125497,HDFC Top 100 Direct
2021-02-08,106.1017,125497,HDFC Top 100 Direct
2021-12-07,104.1041,125497,HDFC Top 100 Direct
2021-09-07,103.1664,125497,HDFC Top 100 Direct
2021-08-07,103.0963,125497,HDFC Top 100 Direct
2021-07-07,103.5981,125497,HDFC Top 100 Direct
2021-06-07,102.8988,125497,HDFC Top 100 Direct
2021-05-07,102.4792,125497,HDFC Top 100 Direct
2021-02-07,101.8067,125497,HDFC Top 100 Direct
2021-01-07,101.142,125497,HDFC Top 100 Direct
2021-11-06,99.8345,125497,HDFC Top 100 Direct
2021-10-06,99.9654,125497,HDFC Top 100 Direct
2021-09-06,99.0036,125497,HDFC Top 100 Direct
2021-08-06,100.1122,125497,HDFC Top 100 Direct
2021-07-06,99.9491,125497,HDFC Top 100 Direct
2021-04-06,98.8539,125497,HDFC Top 100 Direct
2021-03-06,98.125,125497,HDFC Top 100 Direct
2021-02-06,98.0796,125497,HDFC Top 100 Direct
2021-01-06,97.2044,125497,HDFC Top 100 Direct
2021-12-05,92.9124,125497,HDFC Top 100 Direct
2021-11-05,93.5737,125497,HDFC Top 100 Direct
2021-10-05,92.846,125497,HDFC Top 100 Direct
2021-07-05,92.2135,125497,HDFC Top 100 Direct
2021-06-05,92.1186,125497,HDFC Top 100 Direct
2021-05-05,92.0577,125497,HDFC Top 100 Direct
2021-04-05,91.3626,125497,HDFC Top 100 Direct
2021-03-05,91.3828,125497,HDFC Top 100 Direct
2021-12-04,86.272,125497,HDFC Top 100 Direct
2021-09-04,90.0091,125497,HDFC Top 100 Direct
2021-08-04,89.9964,125497,HDFC Top 100 Direct
